"","ï..Id","seed_sown_current_3","sowing_date_current_3","harvest_date_current_3","ParentId1","ParentId2"
"1",3,200,"3/6/2016 12:00:00 AM","11/6/2016 12:00:00 AM",0,"006a0dc2894d4f2c9397f08aa5b5cb94"
"2",4,308,"6/6/2016 12:00:00 AM","2/6/2017 12:00:00 AM",0,"006a0dc2894d4f2c9397f08aa5b5cb94"
"3",4,200,"1/6/2016 12:00:00 AM","11/6/2016 12:00:00 AM",1,"006a0dc2894d4f2c9397f08aa5b5cb94"
"4",3,300,"10/6/2015 12:00:00 AM","7/6/2016 12:00:00 AM",2,"006a0dc2894d4f2c9397f08aa5b5cb94"
"5",3,1500,"12/5/2015 12:00:00 AM","8/5/2016 12:00:00 AM",3,"006a0dc2894d4f2c9397f08aa5b5cb94"
"6",3,400,"7/27/2015 12:00:00 AM","4/27/2016 12:00:00 AM",0,"00eb1cd30dc446a69be47586390338be"
"7",3,12000,"6/5/2015 12:00:00 AM","5/6/2016 12:00:00 AM",0,"03abd292c4b7448d9dbce295fb2db1e3"
"8",3,2200,"10/4/2015 12:00:00 AM","10/22/2016 12:00:00 AM",1,"03abd292c4b7448d9dbce295fb2db1e3"
"9",3,400,"6/17/2015 12:00:00 AM","7/13/2016 12:00:00 AM",0,"040bdc633e9442fab018ce353ddb07e1"
"10",3,2500,"10/7/2015 12:00:00 AM","8/17/2016 12:00:00 AM",0,"043b164deab4443c86812a79def6b428"
"11",1,400,"1/6/2016 12:00:00 AM","6/8/2016 12:00:00 AM",0,"043b164deab4443c86812a79def6b428"
"12",4,0.8,"1/7/2016 12:00:00 AM","5/25/2016 12:00:00 AM",0,"043b164deab4443c86812a79def6b428"
"13",3,1500,"1/6/2016 12:00:00 AM","9/9/2016 12:00:00 AM",0,"046e9f633af34220ac3be597d8ac9749"
"14",3,2000,"8/26/2015 12:00:00 AM","6/22/2016 12:00:00 AM",1,"046e9f633af34220ac3be597d8ac9749"
"15",4,1500,"2/17/2016 12:00:00 AM","10/19/2016 12:00:00 AM",1,"046e9f633af34220ac3be597d8ac9749"
"16",3,12500,"6/10/2015 12:00:00 AM","6/9/2016 12:00:00 AM",0,"04e97d2aac034f87817b5de9cf8b4f89"
"17",2,100,"2/18/2016 12:00:00 AM","7/12/2016 12:00:00 AM",0,"05e5ce1f08c34c3a8f6b9f87c2e47116"
"18",1,150,"12/17/2015 12:00:00 AM","6/8/2016 12:00:00 AM",1,"05e5ce1f08c34c3a8f6b9f87c2e47116"
"19",2,225,"2/24/2016 12:00:00 AM","7/15/2016 12:00:00 AM",1,"05e5ce1f08c34c3a8f6b9f87c2e47116"
"20",3,2800,"10/28/2015 12:00:00 AM","10/6/2016 12:00:00 AM",0,"061995a541e54759ae88835704df23d8"
"21",4,700,"10/4/2015 12:00:00 AM","11/30/2016 12:00:00 AM",0,"061995a541e54759ae88835704df23d8"
"22",5,NA,"","",0,"061995a541e54759ae88835704df23d8"
"23",3,5000,"1/13/2016 12:00:00 AM","12/1/2016 12:00:00 AM",0,"0621dcd443a94b818ed4b82ac2396631"
"24",4,1500,"12/10/2015 12:00:00 AM","9/21/2016 12:00:00 AM",0,"0621dcd443a94b818ed4b82ac2396631"
"25",5,1200,"1/21/2016 12:00:00 AM","9/15/2016 12:00:00 AM",0,"0621dcd443a94b818ed4b82ac2396631"
"26",3,2000,"4/15/2016 12:00:00 AM","2/8/2017 12:00:00 AM",0,"09eca9564bfc451dac6c1350cfa30615"
"27",4,2,"4/15/2016 12:00:00 AM","6/15/2016 12:00:00 AM",0,"09eca9564bfc451dac6c1350cfa30615"
"28",3,4000,"6/30/2015 12:00:00 AM","5/25/2016 12:00:00 AM",0,"0a57b14fc8104ce485d0a1f31eb53ff8"
"29",3,4500,"2/17/2016 12:00:00 AM","2/9/2017 12:00:00 AM",1,"0a57b14fc8104ce485d0a1f31eb53ff8"
"30",3,1200,"2/18/2016 12:00:00 AM","1/9/2017 12:00:00 AM",0,"0ac7afc864af418cb7188c8906216bbc"
"31",3,4000,"5/31/2016 12:00:00 AM","4/12/2017 12:00:00 AM",0,"0b1b5e6e22074e1e9d0f8b440f745a5d"
"32",3,3100,"10/14/2015 12:00:00 AM","10/12/2016 12:00:00 AM",0,"0b4bc99218d24034bca0160cd6073ddd"
"33",3,800,"3/30/2016 12:00:00 AM","2/22/2017 12:00:00 AM",0,"0bc5e79be3a2495798ad46a7049f1b56"
"34",3,4000,"2/13/2016 12:00:00 AM","12/28/2016 12:00:00 AM",0,"0bf6f3d804ad41a99007dcf1ac547911"
"35",2,300,"3/10/2016 12:00:00 AM","7/30/2016 12:00:00 AM",0,"0c256ae8eb214e4b8cf8f68d079ad656"
"36",3,18000,"7/30/2015 12:00:00 AM","6/30/2016 12:00:00 AM",0,"0c256ae8eb214e4b8cf8f68d079ad656"
"37",1,800,"11/20/2015 12:00:00 AM","6/5/2016 12:00:00 AM",0,"0c50ca8067574b42b4ba254b6f37b694"
"38",2,100,"2/26/2016 12:00:00 AM","6/20/2016 12:00:00 AM",0,"0cb3e63adf1c40b5bde2ef00b52720b0"
"39",4,2,"2/26/2016 12:00:00 AM","6/28/2016 12:00:00 AM",0,"0cb3e63adf1c40b5bde2ef00b52720b0"
"40",3,150,"8/28/2015 12:00:00 AM","4/29/2016 12:00:00 AM",0,"0cb3e63adf1c40b5bde2ef00b52720b0"
"41",2,250,"2/8/2016 12:00:00 AM","4/28/2016 12:00:00 AM",0,"0cd8609fdf8f4a9492406ff50caa3c15"
"42",3,200,"6/12/2015 12:00:00 AM","4/30/2016 12:00:00 AM",0,"0cd8609fdf8f4a9492406ff50caa3c15"
"43",4,1,"1/13/2016 12:00:00 AM","6/15/2016 12:00:00 AM",0,"0cd8609fdf8f4a9492406ff50caa3c15"
"44",4,0.5,"2/1/2016 12:00:00 AM","4/30/2016 12:00:00 AM",1,"0cd8609fdf8f4a9492406ff50caa3c15"
"45",3,400,"3/3/2016 12:00:00 AM","12/20/2016 12:00:00 AM",2,"0cd8609fdf8f4a9492406ff50caa3c15"
"46",3,1500,"12/23/2015 12:00:00 AM","11/8/2016 12:00:00 AM",0,"0da23aebf2914f9d818820eddb58a098"
"47",1,2300,"1/8/2016 12:00:00 AM","6/15/2016 12:00:00 AM",0,"0e3266f5f98d4aa6b5f5465727a28191"
"48",2,1250,"3/16/2016 12:00:00 AM","6/22/2016 12:00:00 AM",0,"0e3266f5f98d4aa6b5f5465727a28191"
"49",3,3000,"3/22/2016 12:00:00 AM","11/24/2016 12:00:00 AM",0,"0e3266f5f98d4aa6b5f5465727a28191"
"50",1,1000,"11/30/2015 12:00:00 AM","5/31/2016 12:00:00 AM",0,"106196e6c9bb42bf95cec3efcefb09df"
"51",3,1500,"4/8/2016 12:00:00 AM","2/2/2017 12:00:00 AM",0,"106196e6c9bb42bf95cec3efcefb09df"
"52",4,1,"10/4/2015 12:00:00 AM","5/15/2016 12:00:00 AM",0,"106196e6c9bb42bf95cec3efcefb09df"
"53",3,1500,"10/15/2015 12:00:00 AM","11/18/2016 12:00:00 AM",0,"118419ebcab844c0affbd8c732d34153"
"54",3,3000,"10/27/2016 12:00:00 AM","10/18/2017 12:00:00 AM",2,"118419ebcab844c0affbd8c732d34153"
"55",3,3600,"3/17/2016 12:00:00 AM","4/29/2017 12:00:00 AM",1,"118419ebcab844c0affbd8c732d34153"
"56",3,900,"4/29/2015 12:00:00 AM","6/15/2016 12:00:00 AM",0,"13cef96797974af89b8e872bd09e599b"
"57",3,1000,"2/3/2016 12:00:00 AM","11/24/2016 12:00:00 AM",0,"151fa67db1c548a09bd25234c5f7f72d"
"58",3,7000,"11/2/2015 12:00:00 AM","8/2/2016 12:00:00 AM",0,"15ef209cba6d4456af4c865f77360281"
"59",3,5000,"3/3/2016 12:00:00 AM","2/23/2017 12:00:00 AM",0,"16435f6680d341abab43d8ebf3b44119"
"60",2,600,"12/13/2015 12:00:00 AM","4/11/2016 12:00:00 AM",1,"16435f6680d341abab43d8ebf3b44119"
"61",3,600,"2/4/2016 12:00:00 AM","11/5/2016 12:00:00 AM",0,"182abd7550a64001b66bc4a4b5384248"
"62",4,100,"3/6/2016 12:00:00 AM","12/6/2016 12:00:00 AM",0,"182abd7550a64001b66bc4a4b5384248"
"63",5,100,"2/6/2016 12:00:00 AM","11/6/2016 12:00:00 AM",0,"182abd7550a64001b66bc4a4b5384248"
"64",3,NA,"","",1,"182abd7550a64001b66bc4a4b5384248"
"65",3,4000,"1/2/2015 12:00:00 AM","10/3/2016 12:00:00 AM",0,"18dbd1675a81449584795d7a29e32441"
"66",2,1000,"3/7/2016 12:00:00 AM","6/15/2016 12:00:00 AM",0,"1977348f108b409ab2a562f80bbbe793"
"67",2,1000,"4/19/2016 12:00:00 AM","7/15/2016 12:00:00 AM",1,"1977348f108b409ab2a562f80bbbe793"
"68",3,3200,"2/26/2016 12:00:00 AM","2/26/2017 12:00:00 AM",0,"1a076d7c519d4bd09a60b5bce3d84b7e"
"69",4,2,"4/26/2016 12:00:00 AM","7/26/2016 12:00:00 AM",0,"1a076d7c519d4bd09a60b5bce3d84b7e"
"70",3,5000,"5/26/2015 12:00:00 AM","5/8/2016 12:00:00 AM",0,"1c77ca5402ca4be6a670c189be8a300d"
"71",3,800,"9/26/2015 12:00:00 AM","9/28/2016 12:00:00 AM",1,"1c77ca5402ca4be6a670c189be8a300d"
"72",3,1200,"2/11/2016 12:00:00 AM","2/28/2017 12:00:00 AM",2,"1c77ca5402ca4be6a670c189be8a300d"
"73",3,600,"4/4/2016 12:00:00 AM","4/26/2017 12:00:00 AM",3,"1c77ca5402ca4be6a670c189be8a300d"
"74",3,1200,"10/26/2015 12:00:00 AM","9/30/2016 12:00:00 AM",4,"1c77ca5402ca4be6a670c189be8a300d"
"75",3,7000,"8/20/2015 12:00:00 AM","8/18/2016 12:00:00 AM",0,"1e5be7d726bb4e90adf84c36a8222911"
"76",4,400,"12/16/2015 12:00:00 AM","12/21/2016 12:00:00 AM",0,"1e5be7d726bb4e90adf84c36a8222911"
"77",3,8000,"2/11/2016 12:00:00 AM","2/16/2017 12:00:00 AM",0,"1e7e55cb26ec40968451fd4d221a4b49"
"78",4,2,"3/17/2016 12:00:00 AM","6/23/2016 12:00:00 AM",0,"1e7e55cb26ec40968451fd4d221a4b49"
"79",2,500,"3/11/2016 12:00:00 AM","7/13/2016 12:00:00 AM",0,"1ed3df37b261415eb26054fb3cee6a28"
"80",1,2800,"11/28/2015 12:00:00 AM","4/29/2016 12:00:00 AM",0,"1ed3df37b261415eb26054fb3cee6a28"
"81",3,12000,"2/12/2016 12:00:00 AM","12/15/2016 12:00:00 AM",0,"229cf5fc788246f4873639437c49b634"
"82",3,1600,"2/11/2015 12:00:00 AM","12/21/2016 12:00:00 AM",0,"2364ba8b9bae4c048753be896140795e"
"83",1,8000,"12/15/2015 12:00:00 AM","5/25/2016 12:00:00 AM",0,"246c754937964d0988b7953d1bfc3bbe"
"84",2,2500,"2/24/2016 12:00:00 AM","6/8/2016 12:00:00 AM",0,"246c754937964d0988b7953d1bfc3bbe"
"85",3,7200,"8/26/2015 12:00:00 AM","8/4/2016 12:00:00 AM",0,"252e4434261a4602897d67fedfccea3b"
"86",4,1200,"1/13/2016 12:00:00 AM","10/26/2016 12:00:00 AM",0,"252e4434261a4602897d67fedfccea3b"
"87",3,600,"5/6/2015 12:00:00 AM","5/18/2016 12:00:00 AM",1,"252e4434261a4602897d67fedfccea3b"
"88",3,2000,"1/5/2016 12:00:00 AM","12/5/2016 12:00:00 AM",0,"25ed88b190ea4cb784a88d6bbdf620dc"
"89",4,1000,"3/5/2016 12:00:00 AM","12/5/2016 12:00:00 AM",0,"25ed88b190ea4cb784a88d6bbdf620dc"
"90",5,500,"1/5/2016 12:00:00 AM","10/5/2016 12:00:00 AM",0,"25ed88b190ea4cb784a88d6bbdf620dc"
"91",3,2130,"2/18/2016 12:00:00 AM","12/9/2016 12:00:00 AM",0,"2611f9546c1745738998f26527be8bb0"
"92",1,300,"4/20/2016 12:00:00 AM","9/25/2016 12:00:00 AM",0,"262be67c16f945dba5b777035c5ea282"
"93",3,9000,"3/26/2015 12:00:00 AM","3/30/2016 12:00:00 AM",0,"26f5fd38621d49b5b092cdf02be59351"
"94",3,4000,"9/27/2015 12:00:00 AM","8/27/2016 12:00:00 AM",0,"29af49176e1249b9b5bd3e2a2449995b"
"95",3,1500,"1/5/2016 12:00:00 AM","10/5/2016 12:00:00 AM",0,"2ac8b2e0f1ff46e4bc46ffb7264e97ca"
"96",3,4500,"11/15/2015 12:00:00 AM","8/15/2016 12:00:00 AM",0,"2b0de885a01643008c6ef330beb911b6"
"97",1,10,"2/15/2016 12:00:00 AM","8/15/2016 12:00:00 AM",1,"2dd7fafcbc6c4ad0b2c7e66d6cb4f9b7"
"98",3,1120,"3/12/2016 12:00:00 AM","12/12/2016 12:00:00 AM",1,"2dd7fafcbc6c4ad0b2c7e66d6cb4f9b7"
"99",4,500,"3/15/2016 12:00:00 AM","12/15/2016 12:00:00 AM",1,"2dd7fafcbc6c4ad0b2c7e66d6cb4f9b7"
"100",5,158,"4/15/2016 12:00:00 AM","1/15/2017 12:00:00 AM",1,"2dd7fafcbc6c4ad0b2c7e66d6cb4f9b7"
"101",3,500,"5/9/2016 12:00:00 AM","2/15/2017 12:00:00 AM",0,"2dd7fafcbc6c4ad0b2c7e66d6cb4f9b7"
"102",4,10,"2/24/2016 12:00:00 AM","5/4/2016 12:00:00 AM",0,"2df9406da12849d5b041021dbe7b06bf"
"103",2,250,"3/23/2016 12:00:00 AM","7/6/2016 12:00:00 AM",1,"2df9406da12849d5b041021dbe7b06bf"
"104",3,3750,"5/23/2016 12:00:00 AM","3/21/2017 12:00:00 AM",0,"2e69dc20d40844f981c39cd154c12f57"
"105",4,100,"5/20/2015 12:00:00 AM","11/30/2016 12:00:00 AM",0,"2e69dc20d40844f981c39cd154c12f57"
"106",3,750,"8/9/2015 12:00:00 AM","7/6/2016 12:00:00 AM",0,"2ee0770d46a64067b55be731e5592f35"
"107",3,1500,"8/6/2015 12:00:00 AM","7/13/2016 12:00:00 AM",1,"2ee0770d46a64067b55be731e5592f35"
"108",3,6400,"7/21/2015 12:00:00 AM","6/22/2016 12:00:00 AM",0,"2f70fa66fcc6486699fcad9910c2b415"
"109",3,3200,"2/23/2015 12:00:00 AM","12/23/2016 12:00:00 AM",1,"2f70fa66fcc6486699fcad9910c2b415"
"110",3,250,"3/10/2016 12:00:00 AM","11/10/2016 12:00:00 AM",0,"3092ea34312849e8866764469c4b9f8b"
"111",4,2,"2/25/2016 12:00:00 AM","7/7/2016 12:00:00 AM",0,"3092ea34312849e8866764469c4b9f8b"
"112",5,500,"6/2/2015 12:00:00 AM","5/24/2016 12:00:00 AM",1,"3092ea34312849e8866764469c4b9f8b"
"113",1,1500,"1/28/2016 12:00:00 AM","5/30/2016 12:00:00 AM",0,"31bd627122f548dca834c2941ce323d0"
"114",3,2400,"2/13/2016 12:00:00 AM","11/22/2016 12:00:00 AM",0,"31bd627122f548dca834c2941ce323d0"
"115",2,300,"3/11/2016 12:00:00 AM","7/26/2016 12:00:00 AM",0,"3241c3bbb28b444d9043e918c849292f"
"116",1,120,"1/14/2016 12:00:00 AM","6/16/2016 12:00:00 AM",0,"33a3914ce6544cc99a3cec754510208c"
"117",1,120,"11/28/2015 12:00:00 AM","5/14/2016 12:00:00 AM",1,"33a3914ce6544cc99a3cec754510208c"
"118",3,5000,"5/2/2016 12:00:00 AM","3/2/2017 12:00:00 AM",0,"33fecdc4a5c1431c8616d7e59795d651"
"119",4,1,"4/22/2016 12:00:00 AM","8/23/2016 12:00:00 AM",0,"33fecdc4a5c1431c8616d7e59795d651"
"120",3,8000,"8/12/2015 12:00:00 AM","8/31/2016 12:00:00 AM",0,"34d9e1cd33854bf4be4f9f270eb063cb"
"121",3,6000,"12/29/2015 12:00:00 AM","4/27/2016 12:00:00 AM",0,"366ae27dc82d418a961fb369fd241865"
"122",1,500,"11/26/2015 12:00:00 AM","4/24/2016 12:00:00 AM",0,"36bb5ab59ef441fcb781882a03e924af"
"123",3,600,"3/1/2016 12:00:00 AM","11/29/2016 12:00:00 AM",0,"3964ad80b7e143f4bf4fe5d012a737fe"
"124",3,2000,"12/27/2015 12:00:00 AM","8/25/2016 12:00:00 AM",0,"3a57846198684ee186174afb13782277"
"125",2,300,"3/10/2016 12:00:00 AM","6/15/2016 12:00:00 AM",0,"3c9e5644559146d3b9d3122cf0ba232f"
"126",1,600,"9/15/2015 12:00:00 AM","5/15/2016 12:00:00 AM",0,"3d325c4d02c54cf7ad9505158a8cbf46"
"127",2,750,"2/11/2016 12:00:00 AM","6/26/2016 12:00:00 AM",0,"3d325c4d02c54cf7ad9505158a8cbf46"
"128",5,45,"4/2/2016 12:00:00 AM","7/7/2016 12:00:00 AM",0,"3d325c4d02c54cf7ad9505158a8cbf46"
"129",1,100,"12/22/2015 12:00:00 AM","6/16/2016 12:00:00 AM",0,"3de89f4ca631491f87c0bdd3bbf02fe1"
"130",3,2500,"7/26/2015 12:00:00 AM","2/26/2018 12:00:00 AM",0,"3eea6ba85c15483e891686bac13b13df"
"131",2,500,"3/5/2016 12:00:00 AM","6/4/2016 12:00:00 AM",0,"3f0aeac2a3fa4e859373386634abb98e"
"132",3,1000,"2/6/2016 12:00:00 AM","12/15/2016 12:00:00 AM",1,"3f0aeac2a3fa4e859373386634abb98e"
"133",3,750,"2/17/2016 12:00:00 AM","12/14/2016 12:00:00 AM",0,"3f0aeac2a3fa4e859373386634abb98e"
"134",3,400,"4/1/2016 12:00:00 AM","3/6/2017 12:00:00 AM",0,"406caefb3ed645ce98536ee0f8351379"
"135",3,300,"3/8/2016 12:00:00 AM","1/28/2017 12:00:00 AM",1,"406caefb3ed645ce98536ee0f8351379"
"136",3,2000,"2/2/2016 12:00:00 AM","11/2/2016 12:00:00 AM",0,"415e700322c242b0b0a7a26d37c4bed5"
"137",3,3500,"12/2/2015 12:00:00 AM","9/2/2016 12:00:00 AM",0,"41a0de8415524e7e87bf0531c2434926"
"138",1,800,"12/3/2015 12:00:00 AM","5/15/2016 12:00:00 AM",0,"42a1411a42934da091fd3ac47760bdad"
"139",4,500,"3/7/2016 12:00:00 AM","8/9/2016 12:00:00 AM",0,"42a1411a42934da091fd3ac47760bdad"
"140",3,400,"7/8/2015 12:00:00 AM","7/6/2016 12:00:00 AM",0,"43559549eb7d4de99534a422c2dd2075"
"141",3,12000,"11/4/2015 12:00:00 AM","10/18/2016 12:00:00 AM",0,"43b7afa2c6ec4ce48ae5bf292c740c52"
"142",4,3000,"11/4/2015 12:00:00 AM","11/23/2016 12:00:00 AM",0,"43b7afa2c6ec4ce48ae5bf292c740c52"
"143",3,12000,"5/13/2015 12:00:00 AM","5/11/2016 12:00:00 AM",0,"43e31a9f9ad94df0a2c0e17cb92ba9e1"
"144",4,400,"2/24/2016 12:00:00 AM","7/27/2016 12:00:00 AM",0,"43e31a9f9ad94df0a2c0e17cb92ba9e1"
"145",5,1200,"2/25/2016 12:00:00 AM","11/16/2016 12:00:00 AM",0,"43e31a9f9ad94df0a2c0e17cb92ba9e1"
"146",2,300,"3/28/2016 12:00:00 AM","6/29/2016 12:00:00 AM",0,"46e242bd28c84a2485aae1cab4df7bd3"
"147",3,250,"8/10/2015 12:00:00 AM","2/28/2016 12:00:00 AM",0,"46e242bd28c84a2485aae1cab4df7bd3"
"148",3,1000,"7/16/2015 12:00:00 AM","5/15/2016 12:00:00 AM",0,"4a4d5baed9f9461987cb3bac60dfbda7"
"149",3,500,"7/14/2015 12:00:00 AM","6/5/2016 12:00:00 AM",1,"4a4d5baed9f9461987cb3bac60dfbda7"
"150",3,300,"6/11/2015 12:00:00 AM","4/14/2016 12:00:00 AM",2,"4a4d5baed9f9461987cb3bac60dfbda7"
"151",1,400,"4/3/2016 12:00:00 AM","7/9/2016 12:00:00 AM",0,"4ac72903008a46ec92b78c19a1b1b4c4"
"152",4,600,"8/21/2015 12:00:00 AM","8/25/2016 12:00:00 AM",0,"4ac72903008a46ec92b78c19a1b1b4c4"
"153",3,975,"2/16/2016 12:00:00 AM","11/30/2016 12:00:00 AM",0,"4b82e703b7bf449d9ae312de3826e1ff"
"154",4,1,"2/24/2016 12:00:00 AM","6/22/2016 12:00:00 AM",0,"4b82e703b7bf449d9ae312de3826e1ff"
"155",5,4,"2/23/2016 12:00:00 AM","5/31/2016 12:00:00 AM",0,"4b82e703b7bf449d9ae312de3826e1ff"
"156",6,NA,"","",0,"4b82e703b7bf449d9ae312de3826e1ff"
"157",3,900,"7/17/2015 12:00:00 AM","8/20/2016 12:00:00 AM",0,"4c6d2e1dcab341d6b3f84ce6a9497d1d"
"158",3,1000,"7/24/2015 12:00:00 AM","7/26/2016 12:00:00 AM",1,"4c6d2e1dcab341d6b3f84ce6a9497d1d"
"159",2,550,"2/26/2016 12:00:00 AM","6/30/2016 12:00:00 AM",0,"4c82cfc0c20245bf9bd98c00b330a11e"
"160",4,1,"11/29/2015 12:00:00 AM","5/9/2016 12:00:00 AM",0,"4c82cfc0c20245bf9bd98c00b330a11e"
"161",3,2400,"8/1/2015 12:00:00 AM","8/29/2016 12:00:00 AM",1,"4c82cfc0c20245bf9bd98c00b330a11e"
"162",3,8000,"7/3/2015 12:00:00 AM","5/3/2016 12:00:00 AM",0,"4cca2ff175a744d09c486408df4b3379"
"163",3,1500,"1/15/2016 12:00:00 AM","10/15/2016 12:00:00 AM",0,"4e89158fa986416b97584c3f17789cd3"
"164",4,2,"2/15/2016 12:00:00 AM","5/31/2016 12:00:00 AM",0,"4e89158fa986416b97584c3f17789cd3"
"165",3,1000,"3/10/2016 12:00:00 AM","11/30/2016 12:00:00 AM",0,"50fe942f85ce43d6ac96c6e148ea23a0"
"166",4,2,"3/10/2016 12:00:00 AM","7/20/2016 12:00:00 AM",0,"50fe942f85ce43d6ac96c6e148ea23a0"
"167",3,2000,"2/15/2016 12:00:00 AM","11/30/2016 12:00:00 AM",0,"53540601355b416fb223408677cb2353"
"168",2,250,"1/4/2016 12:00:00 AM","5/4/2016 12:00:00 AM",0,"53540601355b416fb223408677cb2353"
"169",2,200,"2/17/2016 12:00:00 AM","5/29/2016 12:00:00 AM",0,"53d72dbddbd04d9fa543df73983ca10e"
"170",1,3000,"1/1/2016 12:00:00 AM","5/28/2016 12:00:00 AM",0,"58f5d4bc733f4f7bbb940685557a5019"
"171",1,50,"1/18/2016 12:00:00 AM","5/31/2016 12:00:00 AM",0,"592e42fe28a34d27a5a8a2fef5ebb32b"
"172",3,100,"8/17/2015 12:00:00 AM","8/4/2016 12:00:00 AM",1,"592e42fe28a34d27a5a8a2fef5ebb32b"
"173",3,10000,"5/3/2016 12:00:00 AM","2/3/2017 12:00:00 AM",0,"5973f69084374f01aebb394b00d2781e"
"174",4,5500,"1/3/2016 12:00:00 AM","12/4/2016 12:00:00 AM",0,"5973f69084374f01aebb394b00d2781e"
"175",2,150,"2/4/2016 12:00:00 AM","6/3/2016 12:00:00 AM",0,"5c2c125c0bb741468034b1b89b9eb3aa"
"176",3,1200,"2/6/2016 12:00:00 AM","11/20/2016 12:00:00 AM",0,"5c5643529de24fdc95126e5acebce16e"
"177",1,400,"11/9/2015 12:00:00 AM","5/30/2016 12:00:00 AM",0,"5c84e551d75b4283936225651e32488b"
"178",4,0.5,"11/9/2015 12:00:00 AM","5/3/2016 12:00:00 AM",1,"5c84e551d75b4283936225651e32488b"
"179",3,4500,"4/4/2016 12:00:00 AM","12/3/2016 12:00:00 AM",0,"5ce81c0dc5a74a62821675a233abd108"
"180",3,9000,"10/13/2015 12:00:00 AM","8/28/2016 12:00:00 AM",0,"5cf9e79798ea4fe3b19afc5b7bd82594"
"181",2,100,"3/7/2016 12:00:00 AM","6/4/2016 12:00:00 AM",0,"5cf9e79798ea4fe3b19afc5b7bd82594"
"182",3,NA,"1/24/2016 12:00:00 AM","8/27/2016 12:00:00 AM",0,"5feab955b8d0403a81bd0f27985440fc"
"183",4,NA,"1/27/2016 12:00:00 AM","9/27/2016 12:00:00 AM",0,"5feab955b8d0403a81bd0f27985440fc"
"184",3,NA,"3/20/2016 12:00:00 AM","2/8/2017 12:00:00 AM",1,"5feab955b8d0403a81bd0f27985440fc"
"185",3,1600,"12/30/2015 12:00:00 AM","10/13/2016 12:00:00 AM",0,"60026988868b426a87359aedf1fb95ea"
"186",3,1250,"6/23/2015 12:00:00 AM","5/25/2016 12:00:00 AM",0,"6364b259b14e42348f868cf6fe14cd33"
"187",2,250,"1/19/2016 12:00:00 AM","4/20/2016 12:00:00 AM",1,"6364b259b14e42348f868cf6fe14cd33"
"188",3,250,"1/15/2016 12:00:00 AM","10/20/2016 12:00:00 AM",1,"6364b259b14e42348f868cf6fe14cd33"
"189",3,6400,"12/5/2015 12:00:00 AM","9/5/2016 12:00:00 AM",0,"63b8e45d2f6046ee9ef04843bf1d6d84"
"190",4,500,"1/5/2016 12:00:00 AM","10/5/2016 12:00:00 AM",0,"63b8e45d2f6046ee9ef04843bf1d6d84"
"191",3,2800,"2/24/2016 12:00:00 AM","1/18/2017 12:00:00 AM",0,"63cdcd5e2360424f886af0b1236f765d"
"192",3,6000,"2/27/2016 12:00:00 AM","12/25/2016 12:00:00 AM",0,"645af73e45724f68ba9baac9cd1e1829"
"193",4,1000,"3/22/2016 12:00:00 AM","1/27/2017 12:00:00 AM",0,"645af73e45724f68ba9baac9cd1e1829"
"194",3,6000,"2/6/2015 12:00:00 AM","2/3/2016 12:00:00 AM",0,"6471b668e9854632b8c523918790a4bd"
"195",2,200,"3/3/2016 12:00:00 AM","5/5/2016 12:00:00 AM",1,"6471b668e9854632b8c523918790a4bd"
"196",3,800,"11/25/2015 12:00:00 AM","8/5/2016 12:00:00 AM",0,"6511d0200e5d463bb40a3d6474d940e9"
"197",4,200,"4/8/2016 12:00:00 AM","12/3/2016 12:00:00 AM",0,"6511d0200e5d463bb40a3d6474d940e9"
"198",3,1200,"3/3/2016 12:00:00 AM","2/16/2017 12:00:00 AM",0,"665f348149a842fbb1dc81136be58dbd"
"199",3,200,"7/1/2015 12:00:00 AM","4/25/2016 12:00:00 AM",0,"675e84a18b334cbd9c228db6b9062591"
"200",1,1200,"2/23/2016 12:00:00 AM","6/28/2016 12:00:00 AM",1,"6777b62e592b4fd29de583564283f769"
"201",1,1200,"2/24/2016 12:00:00 AM","7/27/2016 12:00:00 AM",0,"6777b62e592b4fd29de583564283f769"
"202",2,350,"3/23/2016 12:00:00 AM","7/27/2016 12:00:00 AM",0,"6777b62e592b4fd29de583564283f769"
"203",3,3500,"10/3/2015 12:00:00 AM","9/3/2016 12:00:00 AM",0,"6a97ce124c454e39821ba0de278c58d2"
"204",3,1500,"2/24/2016 12:00:00 AM","1/3/2017 12:00:00 AM",0,"6c5a32c1aeb3468cbef39f3e673a6af4"
"205",3,2500,"8/13/2015 12:00:00 AM","8/24/2016 12:00:00 AM",0,"6cd78cfce7404352a0b756c4336e1173"
"206",4,4000,"3/9/2016 12:00:00 AM","11/15/2016 12:00:00 AM",0,"6cd78cfce7404352a0b756c4336e1173"
"207",5,0.5,"3/31/2016 12:00:00 AM","7/22/2016 12:00:00 AM",0,"6cd78cfce7404352a0b756c4336e1173"
"208",3,2500,"2/25/2015 12:00:00 AM","11/26/2016 12:00:00 AM",0,"6dc73343f912438485c542d2d41b7a69"
"209",4,250,"3/26/2016 12:00:00 AM","6/26/2016 12:00:00 AM",0,"6dc73343f912438485c542d2d41b7a69"
"210",3,2000,"2/26/2015 12:00:00 AM","2/25/2016 12:00:00 AM",1,"6dc73343f912438485c542d2d41b7a69"
"211",3,2000,"6/17/2015 12:00:00 AM","6/23/2016 12:00:00 AM",0,"6e2719a534dc44148f5a12d03bf9caf7"
